row_id,season,year_start,region,crop,area_000ha,production_kt,yield_t_ha,split,expected_yield_t_ha,yield_shortfall,low_yield_shortfall_threshold,low_yield_risk,forecast_window,window_start_month,window_end_month,window_order,n_weather_days,lat,lon,rain_sum,rain_mean,rain_days,dry_days,max_3day_rain,max_7day_rain,max_consecutive_dry_days,heavy_rain_days_10,heavy_rain_days_25,tmax_mean,tmax_max,tmin_mean,tmin_min,heat_days_25,heat_days_30,heat_days_35,heat_degree_days_30,frost_days_0,cold_days_5,radiation_sum,radiation_mean,evap_sum,evap_mean,vp_mean,vp_min,vp_max,hot_dry_days_30_rain_lt_1,high_evap_dry_days,heat_and_low_rain_days,soil_lat,soil_lon,soil_awc_topsoil_0_30,soil_awc_subsoil_30_100,soil_bulk_density_topsoil_0_30,soil_bulk_density_subsoil_30_100,soil_clay_topsoil_0_30,soil_clay_subsoil_30_100,soil_sand_topsoil_0_30,soil_sand_subsoil_30_100,soil_silt_topsoil_0_30,soil_silt_subsoil_30_100,soil_soc_topsoil_0_30,soil_soc_subsoil_30_100,soil_total_n_topsoil_0_30,soil_total_n_subsoil_30_100,soil_total_p_topsoil_0_30,soil_total_p_subsoil_30_100,soil_phc_topsoil_0_30,soil_phc_subsoil_30_100,soil_ecec_topsoil_0_30,soil_ecec_subsoil_30_100,soil_depth_of_soil,soil_depth_of_regolith,panel_key
1,1989-90,1989,New South Wales,Barley,412.9,655.6,1.587793654637927,train,1.716940676004577,0.1291470213666499,0.3361143523082599,0,May-Jun,5,6,1,61,-34.5,147.5,169.8,2.783606557377049,20,41,41.5,45.2,10,4,3,15.472131147540985,21.3,6.673770491803278,-1.4,0,0,0,0.0,4,24,498.4,8.17049180327869,74.30000000000001,1.218032786885246,11.149180327868851,5.6,17.9,0,0,0,-34.5,146.5,12.13834015528361,12.127986907958984,1.4478452404340107,1.486698031425476,20.828147252400715,30.82151848929269,61.29374504089356,49.909806387765066,8.273976802825928,7.658827304840088,1.760719855626424,0.456215603010995,0.1038892058034737,0.0406921995537621,0.025356691951553,0.0217320692858525,5.445728619893392,5.901124886104038,7.9211319287618,7.969489574432373,0.6959657073020935,4.652921199798584,New South Wales | Barley | 1989 | May-Jun
3101,2010-11,2010,Queensland,Lupins,0.132,0.146,1.106060606060606,train,1.5592598930016521,0.45319928694104616,0.2969567573004563,1,May-Jun,5,6,1,61,-27.5,151.5,26.500000000000004,0.4344262295081967,7,54,9.7,13.0,28,0,0,20.727868852459014,27.4,6.6213114754098354,-4.0,4,0,0,0.0,7,17,753.8000000000001,12.357377049180329,136.1,2.2311475409836063,11.714754098360656,5.5,17.1,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Lupins | 2010 | May-Jun
3102,2010-11,2010,Queensland,Lupins,0.132,0.146,1.106060606060606,train,1.5592598930016521,0.45319928694104616,0.2969567573004563,1,May-Jul,5,7,2,92,-27.5,151.5,66.9,0.7271739130434783,13,79,18.8,22.4,30,1,0,20.207608695652176,27.4,6.575,-4.0,5,0,0,0.0,11,28,1082.4,11.765217391304349,196.4,2.134782608695652,11.669565217391304,5.5,18.0,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Lupins | 2010 | May-Jul
3103,2010-11,2010,Queensland,Lupins,0.132,0.146,1.106060606060606,train,1.5592598930016521,0.45319928694104616,0.2969567573004563,1,May-Aug,5,8,3,123,-27.5,151.5,156.2,1.2699186991869915,19,104,45.1,56.0,30,3,2,19.87317073170732,27.4,6.346341463414635,-4.0,5,0,0,0.0,13,42,1553.1,12.626829268292685,288.2,2.3430894308943087,11.353658536585366,5.5,18.0,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Lupins | 2010 | May-Aug
3104,2010-11,2010,Queensland,Lupins,0.132,0.146,1.106060606060606,train,1.5592598930016521,0.45319928694104616,0.2969567573004563,1,May-Sep,5,9,4,153,-27.5,151.5,250.8,1.6392156862745098,29,124,45.1,56.0,30,6,2,20.34575163398693,28.3,7.362091503267973,-4.0,12,0,0,0.0,13,43,2017.7,13.187581699346406,386.0,2.522875816993464,11.911764705882351,5.5,19.9,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Lupins | 2010 | May-Sep
3105,2010-11,2010,Queensland,Lupins,0.132,0.146,1.106060606060606,train,1.5592598930016521,0.45319928694104616,0.2969567573004563,1,May-Oct,5,10,5,184,-27.5,151.5,307.9,1.6733695652173912,33,151,45.1,56.0,30,8,3,20.968478260869567,28.3,8.24945652173913,-4.0,26,0,0,0.0,13,45,2649.8,14.40108695652174,510.1,2.772282608695652,12.423913043478262,5.5,19.9,0,7,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Lupins | 2010 | May-Oct
3106,2010-11,2010,Queensland,Oats,13.647,7.327,0.5368945555799809,train,0.5932847882417196,0.056390232661738704,0.23121848822063432,0,May-Jun,5,6,1,61,-27.5,151.5,26.500000000000004,0.4344262295081967,7,54,9.7,13.0,28,0,0,20.727868852459014,27.4,6.6213114754098354,-4.0,4,0,0,0.0,7,17,753.8000000000001,12.357377049180329,136.1,2.2311475409836063,11.714754098360656,5.5,17.1,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Oats | 2010 | May-Jun
3107,2010-11,2010,Queensland,Oats,13.647,7.327,0.5368945555799809,train,0.5932847882417196,0.056390232661738704,0.23121848822063432,0,May-Jul,5,7,2,92,-27.5,151.5,66.9,0.7271739130434783,13,79,18.8,22.4,30,1,0,20.207608695652176,27.4,6.575,-4.0,5,0,0,0.0,11,28,1082.4,11.765217391304349,196.4,2.134782608695652,11.669565217391304,5.5,18.0,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Oats | 2010 | May-Jul
3108,2010-11,2010,Queensland,Oats,13.647,7.327,0.5368945555799809,train,0.5932847882417196,0.056390232661738704,0.23121848822063432,0,May-Aug,5,8,3,123,-27.5,151.5,156.2,1.2699186991869915,19,104,45.1,56.0,30,3,2,19.87317073170732,27.4,6.346341463414635,-4.0,5,0,0,0.0,13,42,1553.1,12.626829268292685,288.2,2.3430894308943087,11.353658536585366,5.5,18.0,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Oats | 2010 | May-Aug
3109,2010-11,2010,Queensland,Oats,13.647,7.327,0.5368945555799809,train,0.5932847882417196,0.056390232661738704,0.23121848822063432,0,May-Sep,5,9,4,153,-27.5,151.5,250.8,1.6392156862745098,29,124,45.1,56.0,30,6,2,20.34575163398693,28.3,7.362091503267973,-4.0,12,0,0,0.0,13,43,2017.7,13.187581699346406,386.0,2.522875816993464,11.911764705882351,5.5,19.9,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Oats | 2010 | May-Sep
3110,2010-11,2010,Queensland,Oats,13.647,7.327,0.5368945555799809,train,0.5932847882417196,0.056390232661738704,0.23121848822063432,0,May-Oct,5,10,5,184,-27.5,151.5,307.9,1.6733695652173912,33,151,45.1,56.0,30,8,3,20.968478260869567,28.3,8.24945652173913,-4.0,26,0,0,0.0,13,45,2649.8,14.40108695652174,510.1,2.772282608695652,12.423913043478262,5.5,19.9,0,7,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Oats | 2010 | May-Oct
3111,2010-11,2010,Queensland,Wheat,905.5,1523.6,1.6826062948647156,train,1.679757179554585,-0.0028491153101306566,0.3639273368215884,0,May-Jun,5,6,1,61,-27.5,151.5,26.500000000000004,0.4344262295081967,7,54,9.7,13.0,28,0,0,20.727868852459014,27.4,6.6213114754098354,-4.0,4,0,0,0.0,7,17,753.8000000000001,12.357377049180329,136.1,2.2311475409836063,11.714754098360656,5.5,17.1,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Wheat | 2010 | May-Jun
3112,2010-11,2010,Queensland,Wheat,905.5,1523.6,1.6826062948647156,train,1.679757179554585,-0.0028491153101306566,0.3639273368215884,0,May-Jul,5,7,2,92,-27.5,151.5,66.9,0.7271739130434783,13,79,18.8,22.4,30,1,0,20.207608695652176,27.4,6.575,-4.0,5,0,0,0.0,11,28,1082.4,11.765217391304349,196.4,2.134782608695652,11.669565217391304,5.5,18.0,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Wheat | 2010 | May-Jul
3113,2010-11,2010,Queensland,Wheat,905.5,1523.6,1.6826062948647156,train,1.679757179554585,-0.0028491153101306566,0.3639273368215884,0,May-Aug,5,8,3,123,-27.5,151.5,156.2,1.2699186991869915,19,104,45.1,56.0,30,3,2,19.87317073170732,27.4,6.346341463414635,-4.0,5,0,0,0.0,13,42,1553.1,12.626829268292685,288.2,2.3430894308943087,11.353658536585366,5.5,18.0,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Wheat | 2010 | May-Aug
3114,2010-11,2010,Queensland,Wheat,905.5,1523.6,1.6826062948647156,train,1.679757179554585,-0.0028491153101306566,0.3639273368215884,0,May-Sep,5,9,4,153,-27.5,151.5,250.8,1.6392156862745098,29,124,45.1,56.0,30,6,2,20.34575163398693,28.3,7.362091503267973,-4.0,12,0,0,0.0,13,43,2017.7,13.187581699346406,386.0,2.522875816993464,11.911764705882351,5.5,19.9,0,0,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Wheat | 2010 | May-Sep
3115,2010-11,2010,Queensland,Wheat,905.5,1523.6,1.6826062948647156,train,1.679757179554585,-0.0028491153101306566,0.3639273368215884,0,May-Oct,5,10,5,184,-27.5,151.5,307.9,1.6733695652173912,33,151,45.1,56.0,30,8,3,20.968478260869567,28.3,8.24945652173913,-4.0,26,0,0,0.0,13,45,2649.8,14.40108695652174,510.1,2.772282608695652,12.423913043478262,5.5,19.9,0,7,0,-27.5,151.5,17.656619389851887,16.185244696480886,1.28931067387263,1.3091525861195157,46.41717974344889,52.87416022164481,31.467992782592773,24.2187374659947,14.348280270894367,13.445967265537806,1.409766713778178,0.7034971203122821,0.1151808748642602,0.051821582019329,0.05827640555799,0.0407483503222465,6.510519027709961,7.178864410945347,29.59937731424968,32.45380619594029,1.2467529773712158,26.42037010192871,Queensland | Wheat | 2010 | May-Oct
3116,2010-11,2010,South Australia,Barley,795.434,2122.415,2.668247774171081,train,1.9058819976448067,-0.7623657765262744,0.3361143523082599,0,May-Jun,5,6,1,61,-34.300000000000004,138.60000000000002,91.9,1.5065573770491805,18,43,31.3,53.3,18,4,1,17.42950819672131,26.9,7.003278688524589,1.0,2,0,0,0.0,0,20,554.7,9.09344262295082,127.3,2.08688524590164,10.89016393442623,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Barley | 2010 | May-Jun
3117,2010-11,2010,South Australia,Barley,795.434,2122.415,2.668247774171081,train,1.9058819976448067,-0.7623657765262744,0.3361143523082599,0,May-Jul,5,7,2,92,-34.30000000000001,138.6,122.6,1.332608695652174,26,66,31.3,53.3,18,4,1,16.53586956521739,26.9,6.178260869565217,0.5,2,0,0,0.0,0,37,831.7,9.040217391304347,176.70000000000002,1.920652173913044,10.575,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Barley | 2010 | May-Jul
3118,2010-11,2010,South Australia,Barley,795.434,2122.415,2.668247774171081,train,1.9058819976448067,-0.7623657765262744,0.3361143523082599,0,May-Aug,5,8,3,123,-34.30000000000001,138.59999999999994,197.90000000000003,1.6089430894308945,43,80,31.3,53.3,18,6,1,15.967479674796746,26.9,6.066666666666667,0.5,2,0,0,0.0,0,50,1160.2,9.432520325203251,242.8,1.9739837398373985,10.397560975609755,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Barley | 2010 | May-Aug
3119,2010-11,2010,South Australia,Barley,795.434,2122.415,2.668247774171081,train,1.9058819976448067,-0.7623657765262744,0.3361143523082599,0,May-Sep,5,9,4,153,-34.30000000000001,138.59999999999997,292.0,1.908496732026144,52,101,65.8,74.0,18,8,2,15.944444444444445,26.9,6.129411764705882,0.5,2,0,0,0.0,0,59,1552.1999999999998,10.145098039215686,318.1,2.0790849673202616,10.566666666666668,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Barley | 2010 | May-Sep
3120,2010-11,2010,South Australia,Barley,795.434,2122.415,2.668247774171081,train,1.9058819976448067,-0.7623657765262744,0.3361143523082599,0,May-Oct,5,10,5,184,-34.300000000000004,138.59999999999997,345.0,1.875,59,125,65.8,74.0,26,9,2,16.854347826086954,29.3,6.459239130434782,0.5,8,0,0,0.0,0,63,2148.4,11.67608695652174,469.3,2.5505434782608694,10.714130434782607,6.7,15.9,0,14,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Barley | 2010 | May-Oct
3121,2010-11,2010,South Australia,Canola,216.363,358.971,1.659114543614204,train,1.2125639298853415,-0.4465506137288626,0.23538168855564479,0,May-Jun,5,6,1,61,-34.300000000000004,138.60000000000002,91.9,1.5065573770491805,18,43,31.3,53.3,18,4,1,17.42950819672131,26.9,7.003278688524589,1.0,2,0,0,0.0,0,20,554.7,9.09344262295082,127.3,2.08688524590164,10.89016393442623,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Canola | 2010 | May-Jun
3122,2010-11,2010,South Australia,Canola,216.363,358.971,1.659114543614204,train,1.2125639298853415,-0.4465506137288626,0.23538168855564479,0,May-Jul,5,7,2,92,-34.30000000000001,138.6,122.6,1.332608695652174,26,66,31.3,53.3,18,4,1,16.53586956521739,26.9,6.178260869565217,0.5,2,0,0,0.0,0,37,831.7,9.040217391304347,176.70000000000002,1.920652173913044,10.575,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Canola | 2010 | May-Jul
3123,2010-11,2010,South Australia,Canola,216.363,358.971,1.659114543614204,train,1.2125639298853415,-0.4465506137288626,0.23538168855564479,0,May-Aug,5,8,3,123,-34.30000000000001,138.59999999999994,197.90000000000003,1.6089430894308945,43,80,31.3,53.3,18,6,1,15.967479674796746,26.9,6.066666666666667,0.5,2,0,0,0.0,0,50,1160.2,9.432520325203251,242.8,1.9739837398373985,10.397560975609755,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Canola | 2010 | May-Aug
3124,2010-11,2010,South Australia,Canola,216.363,358.971,1.659114543614204,train,1.2125639298853415,-0.4465506137288626,0.23538168855564479,0,May-Sep,5,9,4,153,-34.30000000000001,138.59999999999997,292.0,1.908496732026144,52,101,65.8,74.0,18,8,2,15.944444444444445,26.9,6.129411764705882,0.5,2,0,0,0.0,0,59,1552.1999999999998,10.145098039215686,318.1,2.0790849673202616,10.566666666666668,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Canola | 2010 | May-Sep
3125,2010-11,2010,South Australia,Canola,216.363,358.971,1.659114543614204,train,1.2125639298853415,-0.4465506137288626,0.23538168855564479,0,May-Oct,5,10,5,184,-34.300000000000004,138.59999999999997,345.0,1.875,59,125,65.8,74.0,26,9,2,16.854347826086954,29.3,6.459239130434782,0.5,8,0,0,0.0,0,63,2148.4,11.67608695652174,469.3,2.5505434782608694,10.714130434782607,6.7,15.9,0,14,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Canola | 2010 | May-Oct
3126,2010-11,2010,South Australia,Lupins,63.666,92.985,1.4605126755253983,train,1.2097679406031867,-0.2507447349222116,0.2969567573004563,0,May-Jun,5,6,1,61,-34.300000000000004,138.60000000000002,91.9,1.5065573770491805,18,43,31.3,53.3,18,4,1,17.42950819672131,26.9,7.003278688524589,1.0,2,0,0,0.0,0,20,554.7,9.09344262295082,127.3,2.08688524590164,10.89016393442623,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Lupins | 2010 | May-Jun
3127,2010-11,2010,South Australia,Lupins,63.666,92.985,1.4605126755253983,train,1.2097679406031867,-0.2507447349222116,0.2969567573004563,0,May-Jul,5,7,2,92,-34.30000000000001,138.6,122.6,1.332608695652174,26,66,31.3,53.3,18,4,1,16.53586956521739,26.9,6.178260869565217,0.5,2,0,0,0.0,0,37,831.7,9.040217391304347,176.70000000000002,1.920652173913044,10.575,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Lupins | 2010 | May-Jul
3128,2010-11,2010,South Australia,Lupins,63.666,92.985,1.4605126755253983,train,1.2097679406031867,-0.2507447349222116,0.2969567573004563,0,May-Aug,5,8,3,123,-34.30000000000001,138.59999999999994,197.90000000000003,1.6089430894308945,43,80,31.3,53.3,18,6,1,15.967479674796746,26.9,6.066666666666667,0.5,2,0,0,0.0,0,50,1160.2,9.432520325203251,242.8,1.9739837398373985,10.397560975609755,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Lupins | 2010 | May-Aug
3129,2010-11,2010,South Australia,Lupins,63.666,92.985,1.4605126755253983,train,1.2097679406031867,-0.2507447349222116,0.2969567573004563,0,May-Sep,5,9,4,153,-34.30000000000001,138.59999999999997,292.0,1.908496732026144,52,101,65.8,74.0,18,8,2,15.944444444444445,26.9,6.129411764705882,0.5,2,0,0,0.0,0,59,1552.1999999999998,10.145098039215686,318.1,2.0790849673202616,10.566666666666668,6.7,15.9,0,1,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Lupins | 2010 | May-Sep
3130,2010-11,2010,South Australia,Lupins,63.666,92.985,1.4605126755253983,train,1.2097679406031867,-0.2507447349222116,0.2969567573004563,0,May-Oct,5,10,5,184,-34.300000000000004,138.59999999999997,345.0,1.875,59,125,65.8,74.0,26,9,2,16.854347826086954,29.3,6.459239130434782,0.5,8,0,0,0.0,0,63,2148.4,11.67608695652174,469.3,2.5505434782608694,10.714130434782607,6.7,15.9,0,14,0,-34.5,138.5,13.63115660349528,13.187255450657435,1.364456832408905,1.430233665875026,29.603950182596844,37.34566334315709,61.24512545267741,49.69518225533621,7.382582028706868,7.334365095411028,0.9035380880037944,0.3032716257231576,0.0772003072003523,0.0374728249652044,0.0316552435979246,0.0252950462911809,7.630554993947347,8.265178271702357,15.81173610687256,17.240935734340123,0.8727959394454956,81.20674896240234,South Australia | Lupins | 2010 | May-Oct
