forecast_window,target,task,model,metric,value,n_test
May-Sep,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,PR_AUC,0.2609320005207926,149
May-Sep,low_yield_risk,classification,CatBoostClassifier,ROC_AUC,0.744535519125683,149
May-Sep,low_yield_risk,classification,CatBoostClassifier,PR_AUC,0.32293319377273677,149
May-Sep,low_yield_risk,classification,CatBoostClassifier,Brier,0.16635610198292552,149
May-Sep,low_yield_risk,classification,CatBoostClassifier,F1_at_0.5,0.47191011235955055,149
May-Sep,low_yield_risk,classification,CatBoostClassifier,Recall_at_0.5,0.7777777777777778,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,PRECISION,0.25,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,RECALL,0.8888888888888888,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,F1,0.3902439024390244,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,BRIER,0.16635610198292552,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,ROC_AUC,0.744535519125683,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,PR_AUC,0.32293319377273677,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,PRECISION,0.25,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,RECALL,0.8888888888888888,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,F1,0.3902439024390244,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,BRIER,0.16635610198292552,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,ROC_AUC,0.744535519125683,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,PR_AUC,0.32293319377273677,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PRECISION,0.2231404958677686,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,RECALL,1.0,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,F1,0.36486486486486486,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,BRIER,0.16635610198292552,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,ROC_AUC,0.744535519125683,149
May-Sep,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PR_AUC,0.32293319377273677,149
May-Sep,yield_t_ha,probabilistic,SklearnQuantileGBR,coverage,0.4697986577181208,149
May-Sep,yield_t_ha,probabilistic,SklearnQuantileGBR,width,0.8208368648696764,149
May-Sep,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p10,0.09481257011041691,149
May-Sep,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p50,0.3086565988212993,149
May-Sep,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p90,0.3162617218968332,149
May-Sep,yield_t_ha,probabilistic,LightGBMQuantile,coverage,0.348993288590604,149
May-Sep,yield_t_ha,probabilistic,LightGBMQuantile,width,0.5677668371566038,149
May-Sep,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p10,0.08936773898648163,149
May-Sep,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p50,0.2996772970514991,149
May-Sep,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p90,0.3393042079439227,149
May-Sep,yield_t_ha,probabilistic,CatBoostQuantile,coverage,0.42953020134228187,149
May-Sep,yield_t_ha,probabilistic,CatBoostQuantile,width,0.6760843570727627,149
May-Sep,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p10,0.09182349928398767,149
May-Sep,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p50,0.2932741999485811,149
May-Sep,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p90,0.32047758316958486,149
May-Sep,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,coverage,0.7583892617449665,149
May-Sep,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,width,1.251473912652093,149
May-Sep,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,qhat,0.6257369563260464,149
May-Oct,yield_t_ha,regression,HistoricalMeanImprovedFeatures,MAE,0.6832091978473597,149
May-Oct,yield_t_ha,regression,HistoricalMeanImprovedFeatures,RMSE,0.9614447123179034,149
May-Oct,yield_t_ha,regression,HistoricalMeanImprovedFeatures,R2,0.4230688859871726,149
May-Oct,yield_t_ha,regression,Ridge,MAE,0.42365648681531765,149
May-Oct,yield_t_ha,regression,Ridge,RMSE,0.6575938332932154,149
May-Oct,yield_t_ha,regression,Ridge,R2,0.730107513552382,149
May-Oct,yield_t_ha,regression,ElasticNet,MAE,0.43877943347415405,149
May-Oct,yield_t_ha,regression,ElasticNet,RMSE,0.6710226527657663,149
May-Oct,yield_t_ha,regression,ElasticNet,R2,0.7189719345552661,149
May-Oct,yield_t_ha,regression,HistGradientBoosting,MAE,0.5209914443008514,149
May-Oct,yield_t_ha,regression,HistGradientBoosting,RMSE,0.8110467544728664,149
May-Oct,yield_t_ha,regression,HistGradientBoosting,R2,0.5894490020757387,149
May-Oct,yield_t_ha,regression,LightGBM,MAE,0.5334350477571855,149
May-Oct,yield_t_ha,regression,LightGBM,RMSE,0.8289837159245363,149
May-Oct,yield_t_ha,regression,LightGBM,R2,0.5710888564145971,149
May-Oct,yield_t_ha,regression,CatBoost,MAE,0.5040929945975495,149
May-Oct,yield_t_ha,regression,CatBoost,RMSE,0.7744640305273255,149
May-Oct,yield_t_ha,regression,CatBoost,R2,0.6256500023739953,149
May-Oct,yield_shortfall,regression,HistoricalMeanImprovedFeatures,MAE,0.613296683056354,149
May-Oct,yield_shortfall,regression,HistoricalMeanImprovedFeatures,RMSE,0.8233386254350032,149
May-Oct,yield_shortfall,regression,HistoricalMeanImprovedFeatures,R2,-0.2258690386207014,149
May-Oct,yield_shortfall,regression,Ridge,MAE,0.45287387541854296,149
May-Oct,yield_shortfall,regression,Ridge,RMSE,0.6693541586783676,149
May-Oct,yield_shortfall,regression,Ridge,R2,0.18978733384597424,149
May-Oct,yield_shortfall,regression,ElasticNet,MAE,0.4944151929480834,149
May-Oct,yield_shortfall,regression,ElasticNet,RMSE,0.7120167003702366,149
May-Oct,yield_shortfall,regression,ElasticNet,R2,0.08321508945623501,149
May-Oct,yield_shortfall,regression,HistGradientBoosting,MAE,0.5556437457913139,149
May-Oct,yield_shortfall,regression,HistGradientBoosting,RMSE,0.7807302867074721,149
May-Oct,yield_shortfall,regression,HistGradientBoosting,R2,-0.10227295202795195,149
May-Oct,yield_shortfall,regression,LightGBM,MAE,0.5528259870831463,149
May-Oct,yield_shortfall,regression,LightGBM,RMSE,0.7643612061678203,149
May-Oct,yield_shortfall,regression,LightGBM,R2,-0.056536172301207444,149
May-Oct,yield_shortfall,regression,CatBoost,MAE,0.5550301166744331,149
May-Oct,yield_shortfall,regression,CatBoost,RMSE,0.7524293514815417,149
May-Oct,yield_shortfall,regression,CatBoost,R2,-0.023808081731778508,149
May-Oct,low_yield_risk,classification,LogisticRegression,ROC_AUC,0.7970552519732848,149
May-Oct,low_yield_risk,classification,LogisticRegression,PR_AUC,0.3904661429803322,149
May-Oct,low_yield_risk,classification,LogisticRegression,Brier,0.1348246872102882,149
May-Oct,low_yield_risk,classification,LogisticRegression,F1_at_0.5,0.12903225806451613,149
May-Oct,low_yield_risk,classification,LogisticRegression,Recall_at_0.5,0.07407407407407407,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,PRECISION,0.30864197530864196,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,RECALL,0.9259259259259259,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,F1,0.46296296296296297,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,BRIER,0.1348246872102882,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,ROC_AUC,0.7970552519732848,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_best_f1,PR_AUC,0.3904661429803322,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,PRECISION,0.30864197530864196,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,RECALL,0.9259259259259259,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,F1,0.46296296296296297,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,BRIER,0.1348246872102882,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,ROC_AUC,0.7970552519732848,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_recall_ge_0_5,PR_AUC,0.3904661429803322,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,PRECISION,0.46875,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,RECALL,0.5555555555555556,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,F1,0.5084745762711864,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,BRIER,0.1348246872102882,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,ROC_AUC,0.7970552519732848,149
May-Oct,low_yield_risk,classification_tuned_threshold,LogisticRegression_precision_ge_0_3,PR_AUC,0.3904661429803322,149
May-Oct,low_yield_risk,classification,HistGradientBoostingClassifier,ROC_AUC,0.6287188828172434,149
May-Oct,low_yield_risk,classification,HistGradientBoostingClassifier,PR_AUC,0.2761903678816332,149
May-Oct,low_yield_risk,classification,HistGradientBoostingClassifier,Brier,0.14889349621836112,149
May-Oct,low_yield_risk,classification,HistGradientBoostingClassifier,F1_at_0.5,0.0,149
May-Oct,low_yield_risk,classification,HistGradientBoostingClassifier,Recall_at_0.5,0.0,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,PRECISION,0.3793103448275862,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,RECALL,0.4074074074074074,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,F1,0.39285714285714285,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,BRIER,0.14889349621836112,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,ROC_AUC,0.6287188828172434,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_best_f1,PR_AUC,0.2761903678816332,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,PRECISION,0.3793103448275862,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,RECALL,0.4074074074074074,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,F1,0.39285714285714285,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,BRIER,0.14889349621836112,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,ROC_AUC,0.6287188828172434,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_recall_ge_0_5,PR_AUC,0.2761903678816332,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,PRECISION,0.3793103448275862,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,RECALL,0.4074074074074074,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,F1,0.39285714285714285,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,BRIER,0.14889349621836112,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,ROC_AUC,0.6287188828172434,149
May-Oct,low_yield_risk,classification_tuned_threshold,HistGradientBoostingClassifier_precision_ge_0_3,PR_AUC,0.2761903678816332,149
May-Oct,low_yield_risk,classification,LightGBMClassifier,ROC_AUC,0.6423800850030358,149
May-Oct,low_yield_risk,classification,LightGBMClassifier,PR_AUC,0.27488786548814315,149
May-Oct,low_yield_risk,classification,LightGBMClassifier,Brier,0.14698622387647436,149
May-Oct,low_yield_risk,classification,LightGBMClassifier,F1_at_0.5,0.0,149
May-Oct,low_yield_risk,classification,LightGBMClassifier,Recall_at_0.5,0.0,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,PRECISION,0.3333333333333333,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,RECALL,0.5185185185185185,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,F1,0.4057971014492754,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,BRIER,0.14698622387647436,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,ROC_AUC,0.6423800850030358,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_best_f1,PR_AUC,0.27488786548814315,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,PRECISION,0.3333333333333333,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,RECALL,0.5185185185185185,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,F1,0.4057971014492754,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,BRIER,0.14698622387647436,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,ROC_AUC,0.6423800850030358,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_recall_ge_0_5,PR_AUC,0.27488786548814315,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,PRECISION,0.3333333333333333,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,RECALL,0.5185185185185185,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,F1,0.4057971014492754,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,BRIER,0.14698622387647436,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,ROC_AUC,0.6423800850030358,149
May-Oct,low_yield_risk,classification_tuned_threshold,LightGBMClassifier_precision_ge_0_3,PR_AUC,0.27488786548814315,149
May-Oct,low_yield_risk,classification,CatBoostClassifier,ROC_AUC,0.6549787492410444,149
May-Oct,low_yield_risk,classification,CatBoostClassifier,PR_AUC,0.2857838263319248,149
May-Oct,low_yield_risk,classification,CatBoostClassifier,Brier,0.15384615908574348,149
May-Oct,low_yield_risk,classification,CatBoostClassifier,F1_at_0.5,0.06896551724137931,149
May-Oct,low_yield_risk,classification,CatBoostClassifier,Recall_at_0.5,0.037037037037037035,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,PRECISION,0.3409090909090909,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,RECALL,0.5555555555555556,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,F1,0.4225352112676056,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,BRIER,0.15384615908574348,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,ROC_AUC,0.6549787492410444,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_best_f1,PR_AUC,0.2857838263319248,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,PRECISION,0.3409090909090909,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,RECALL,0.5555555555555556,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,F1,0.4225352112676056,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,BRIER,0.15384615908574348,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,ROC_AUC,0.6549787492410444,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_recall_ge_0_5,PR_AUC,0.2857838263319248,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PRECISION,0.3,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,RECALL,0.5555555555555556,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,F1,0.38961038961038963,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,BRIER,0.15384615908574348,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,ROC_AUC,0.6549787492410444,149
May-Oct,low_yield_risk,classification_tuned_threshold,CatBoostClassifier_precision_ge_0_3,PR_AUC,0.2857838263319248,149
May-Oct,yield_t_ha,probabilistic,SklearnQuantileGBR,coverage,0.37583892617449666,149
May-Oct,yield_t_ha,probabilistic,SklearnQuantileGBR,width,0.7358866269356246,149
May-Oct,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p10,0.10103195976010342,149
May-Oct,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p50,0.2560303612546349,149
May-Oct,yield_t_ha,probabilistic,SklearnQuantileGBR,pinball_p90,0.26873934235291747,149
May-Oct,yield_t_ha,probabilistic,LightGBMQuantile,coverage,0.3422818791946309,149
May-Oct,yield_t_ha,probabilistic,LightGBMQuantile,width,0.616045305599021,149
May-Oct,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p10,0.10637461250622092,149
May-Oct,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p50,0.26652726282468914,149
May-Oct,yield_t_ha,probabilistic,LightGBMQuantile,pinball_p90,0.26559264089244383,149
May-Oct,yield_t_ha,probabilistic,CatBoostQuantile,coverage,0.436241610738255,149
May-Oct,yield_t_ha,probabilistic,CatBoostQuantile,width,0.6932048286126439,149
May-Oct,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p10,0.0935978287828185,149
May-Oct,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p50,0.26597451545104367,149
May-Oct,yield_t_ha,probabilistic,CatBoostQuantile,pinball_p90,0.2593880509825763,149
May-Oct,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,coverage,0.7516778523489933,149
May-Oct,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,width,1.1253429913850335,149
May-Oct,yield_t_ha,uncertainty,ConformalBestPoint_ElasticNet,qhat,0.5626714956925167,149
